age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary,country,country_target
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,Masters,Widowed,Sales,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.2 - 59.8,India,>50K,India,0
< 31.6,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,< 20.6,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Sales,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,9th,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Handlers-cleaners,Unmarried,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,40.2 - 59.8,Ecuador,>50K,Ecuador,0
46.2 - 60.8,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,Italy,<=50K,Italy,0
31.6 - 46.2,Private,Prof-school,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,20.6 - 40.2,Philippines,<=50K,Philippines,0
31.6 - 46.2,Local-gov,10th,Never-married,Farming-fishing,Unmarried,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Female,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Widowed,Other-service,Other-relative,Black,Female,40.2 - 59.8,Haiti,<=50K,Haiti,0
< 31.6,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
60.8 - 75.4,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
60.8 - 75.4,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Local-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Separated,Adm-clerical,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Prof-school,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,<=50K,Philippines,0
31.6 - 46.2,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Transport-moving,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Prof-specialty,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,Some-college,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,20.6 - 40.2,Taiwan,<=50K,Taiwan,0
46.2 - 60.8,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,< 20.6,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,11th,Never-married,Machine-op-inspct,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,State-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,Germany,<=50K,Germany,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,< 20.6,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,20.6 - 40.2,Guatemala,>50K,Guatemala,0
< 31.6,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Sales,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,7th-8th,Never-married,Priv-house-serv,Own-child,White,Female,20.6 - 40.2,El-Salvador,<=50K,El-Salvador,0
60.8 - 75.4,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,12th,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,12th,Never-married,Other-service,Own-child,White,Male,< 20.6,Mexico,<=50K,Mexico,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Transport-moving,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,Other-relative,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,20.6 - 40.2,Haiti,>50K,Haiti,0
31.6 - 46.2,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,>50K,Philippines,0
31.6 - 46.2,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,≥ 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Federal-gov,Assoc-voc,Never-married,Tech-support,Own-child,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,Bachelors,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,20.6 - 40.2,Philippines,<=50K,Philippines,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,State-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,El-Salvador,<=50K,El-Salvador,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,China,<=50K,China,0
< 31.6,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,Masters,Separated,Prof-specialty,Not-in-family,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,State-gov,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,1st-4th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,Yugoslavia,>50K,Yugoslavia,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,≥ 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,11th,Divorced,Exec-managerial,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,10th,Divorced,Other-service,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Exec-managerial,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,5th-6th,Never-married,Machine-op-inspct,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,12th,Never-married,Sales,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
